number,x,y,z
8470,1280,400,-155.168
8471,1280,420,-155.168
8472,1280,440,-155.168
8473,1280,460,-155.168
8474,1280,480,-155.168
8475,1280,500,-155.168
8476,1280,520,-155.168
8477,1280,540,-155.168
8478,1280,560,-155.168
8479,1280,580,-155.168
8480,1280,600,-155.168
8481,1280,620,-155.168
8482,1280,640,-155.168
8483,1280,660,-155.168
8484,1280,680,-155.168
8485,1280,700,-155.168
8486,1280,720,-155.168
8487,1280,740,-155.168
8488,1280,760,-155.168
8489,1280,780,-155.168
8490,1280,800,-155.168
8491,1280,820,-155.168
8492,1280,840,-155.168
8493,1280,860,-155.168
8494,1280,880,-155.168
8495,1280,900,-155.168
8496,1280,920,-155.168
8497,1280,940,-155.168
8498,1280,960,-155.168
8499,1280,980,-155.168
8500,1300,-1000,-158.694
8501,1300,-980,-158.694
8502,1300,-960,-158.694
8503,1300,-940,-158.694
8504,1300,-920,-158.694
8505,1300,-900,-158.694
8506,1300,-880,-158.694
8507,1300,-860,-158.694
8508,1300,-840,-158.694
8509,1300,-820,-158.694
8510,1300,-800,-158.694
8511,1300,-780,-158.694
8512,1300,-760,-158.694
8513,1300,-740,-158.694
8514,1300,-720,-158.694
8515,1300,-700,-158.694
8516,1300,-680,-158.694
8517,1300,-660,-158.694
8518,1300,-640,-158.694
8519,1300,-620,-158.694
8520,1300,-600,-158.694
8521,1300,-580,-158.694
8522,1300,-560,-158.694
8523,1300,-540,-158.694
8524,1300,-520,-158.694
8525,1300,-500,-158.694
8526,1300,-480,-158.694
8527,1300,-460,-158.694
8528,1300,-440,-158.694
8529,1300,-420,-158.694
8530,1300,-400,-158.694
8531,1300,-380,-158.694
8532,1300,-360,-158.694
8533,1300,-340,-158.694
8534,1300,-320,-158.694
8535,1300,-300,-158.694
8536,1300,-280,-158.694
8537,1300,-260,-158.694
8538,1300,-240,-158.694
8539,1300,-220,-158.694
8540,1300,-200,-158.694
8541,1300,-180,-158.694
8542,1300,-160,-158.694
8543,1300,-140,-158.694
8544,1300,-120,-158.694
8545,1300,-100,-158.694
8546,1300,-80,-158.694
8547,1300,-60,-158.694
8548,1300,-40,-158.694
8549,1300,-20,-158.694
8550,1300,0,-158.694
8551,1300,20,-158.694
8552,1300,40,-158.694
8553,1300,60,-158.694
8554,1300,80,-158.694
8555,1300,100,-158.694
8556,1300,120,-158.694
8557,1300,140,-158.694
8558,1300,160,-158.694
8559,1300,180,-158.694
8560,1300,200,-158.694
8561,1300,220,-158.694
8562,1300,240,-158.694
8563,1300,260,-158.694
8564,1300,280,-158.694
8565,1300,300,-158.694
8566,1300,320,-158.694
8567,1300,340,-158.694
8568,1300,360,-158.694
8569,1300,380,-158.694
8570,1300,400,-158.694
8571,1300,420,-158.694
8572,1300,440,-158.694
8573,1300,460,-158.694
8574,1300,480,-158.694
8575,1300,500,-158.694
8576,1300,520,-158.694
8577,1300,540,-158.694
8578,1300,560,-158.694
8579,1300,580,-158.694
8580,1300,600,-158.694
8581,1300,620,-158.694
8582,1300,640,-158.694
8583,1300,660,-158.694
8584,1300,680,-158.694
8585,1300,700,-158.694
8586,1300,720,-158.694
8587,1300,740,-158.694
8588,1300,760,-158.694
8589,1300,780,-158.694
8590,1300,800,-158.694
8591,1300,820,-158.694
8592,1300,840,-158.694
8593,1300,860,-158.694
8594,1300,880,-158.694
8595,1300,900,-158.694
8596,1300,920,-158.694
8597,1300,940,-158.694
8598,1300,960,-158.694
8599,1300,980,-158.694
8600,1320,-1000,-162.221
8601,1320,-980,-162.221
8602,1320,-960,-162.221
8603,1320,-940,-162.221
8604,1320,-920,-162.221
8605,1320,-900,-162.221
8606,1320,-880,-162.221
8607,1320,-860,-162.221
8608,1320,-840,-162.221
8609,1320,-820,-162.221
8610,1320,-800,-162.221
8611,1320,-780,-162.221
8612,1320,-760,-162.221
8613,1320,-740,-162.221
8614,1320,-720,-162.221
8615,1320,-700,-162.221
8616,1320,-680,-162.221
8617,1320,-660,-162.221
8618,1320,-640,-162.221
8619,1320,-620,-162.221
8620,1320,-600,-162.221
8621,1320,-580,-162.221
8622,1320,-560,-162.221
8623,1320,-540,-162.221
8624,1320,-520,-162.221
8625,1320,-500,-162.221
8626,1320,-480,-162.221
8627,1320,-460,-162.221
8628,1320,-440,-162.221
8629,1320,-420,-162.221
8630,1320,-400,-162.221
8631,1320,-380,-162.221
8632,1320,-360,-162.221
8633,1320,-340,-162.221
8634,1320,-320,-162.221
8635,1320,-300,-162.221
8636,1320,-280,-162.221
8637,1320,-260,-162.221
8638,1320,-240,-162.221
8639,1320,-220,-162.221
8640,1320,-200,-162.221
8641,1320,-180,-162.221
8642,1320,-160,-162.221
8643,1320,-140,-162.221
8644,1320,-120,-162.221
8645,1320,-100,-162.221
8646,1320,-80,-162.221
8647,1320,-60,-162.221
8648,1320,-40,-162.221
8649,1320,-20,-162.221
8650,1320,0,-162.221
8651,1320,20,-162.221
8652,1320,40,-162.221
8653,1320,60,-162.221
8654,1320,80,-162.221
8655,1320,100,-162.221
8656,1320,120,-162.221
8657,1320,140,-162.221
8658,1320,160,-162.221
8659,1320,180,-162.221
8660,1320,200,-162.221
8661,1320,220,-162.221
8662,1320,240,-162.221
8663,1320,260,-162.221
8664,1320,280,-162.221
8665,1320,300,-162.221
8666,1320,320,-162.221
8667,1320,340,-162.221
8668,1320,360,-162.221
8669,1320,380,-162.221
8670,1320,400,-162.221
8671,1320,420,-162.221
8672,1320,440,-162.221
8673,1320,460,-162.221
8674,1320,480,-162.221
8675,1320,500,-162.221
8676,1320,520,-162.221
8677,1320,540,-162.221
8678,1320,560,-162.221
8679,1320,580,-162.221
8680,1320,600,-162.221
8681,1320,620,-162.221
8682,1320,640,-162.221
8683,1320,660,-162.221
8684,1320,680,-162.221
8685,1320,700,-162.221
8686,1320,720,-162.221
8687,1320,740,-162.221
8688,1320,760,-162.221
8689,1320,780,-162.221
8690,1320,800,-162.221
8691,1320,820,-162.221
8692,1320,840,-162.221
8693,1320,860,-162.221
8694,1320,880,-162.221
8695,1320,900,-162.221
8696,1320,920,-162.221
8697,1320,940,-162.221
8698,1320,960,-162.221
8699,1320,980,-162.221
8700,1340,-1000,-165.747
8701,1340,-980,-165.747
8702,1340,-960,-165.747
8703,1340,-940,-165.747
8704,1340,-920,-165.747
8705,1340,-900,-165.747
8706,1340,-880,-165.747
8707,1340,-860,-165.747
8708,1340,-840,-165.747
8709,1340,-820,-165.747
8710,1340,-800,-165.747
8711,1340,-780,-165.747
8712,1340,-760,-165.747
8713,1340,-740,-165.747
8714,1340,-720,-165.747
8715,1340,-700,-165.747
8716,1340,-680,-165.747
8717,1340,-660,-165.747
8718,1340,-640,-165.747
8719,1340,-620,-165.747
8720,1340,-600,-165.747
8721,1340,-580,-165.747
8722,1340,-560,-165.747
8723,1340,-540,-165.747
8724,1340,-520,-165.747
8725,1340,-500,-165.747
8726,1340,-480,-165.747
8727,1340,-460,-165.747
8728,1340,-440,-165.747
8729,1340,-420,-165.747
8730,1340,-400,-165.747
8731,1340,-380,-165.747
8732,1340,-360,-165.747
8733,1340,-340,-165.747
8734,1340,-320,-165.747
8735,1340,-300,-165.747
8736,1340,-280,-165.747
8737,1340,-260,-165.747
8738,1340,-240,-165.747
8739,1340,-220,-165.747
8740,1340,-200,-165.747
8741,1340,-180,-165.747
8742,1340,-160,-165.747
8743,1340,-140,-165.747
8744,1340,-120,-165.747
8745,1340,-100,-165.747
8746,1340,-80,-165.747
8747,1340,-60,-165.747
8748,1340,-40,-165.747
8749,1340,-20,-165.747
8750,1340,0,-165.747
8751,1340,20,-165.747
8752,1340,40,-165.747
8753,1340,60,-165.747
8754,1340,80,-165.747
8755,1340,100,-165.747
8756,1340,120,-165.747
8757,1340,140,-165.747
8758,1340,160,-165.747
8759,1340,180,-165.747
8760,1340,200,-165.747
8761,1340,220,-165.747
8762,1340,240,-165.747
8763,1340,260,-165.747
8764,1340,280,-165.747
8765,1340,300,-165.747
8766,1340,320,-165.747
8767,1340,340,-165.747
8768,1340,360,-165.747
8769,1340,380,-165.747
8770,1340,400,-165.747
8771,1340,420,-165.747
8772,1340,440,-165.747
8773,1340,460,-165.747
8774,1340,480,-165.747
8775,1340,500,-165.747
8776,1340,520,-165.747
8777,1340,540,-165.747
8778,1340,560,-165.747
8779,1340,580,-165.747
8780,1340,600,-165.747
8781,1340,620,-165.747
8782,1340,640,-165.747
8783,1340,660,-165.747
8784,1340,680,-165.747
8785,1340,700,-165.747
8786,1340,720,-165.747
8787,1340,740,-165.747
8788,1340,760,-165.747
8789,1340,780,-165.747
8790,1340,800,-165.747
8791,1340,820,-165.747
8792,1340,840,-165.747
8793,1340,860,-165.747
8794,1340,880,-165.747
8795,1340,900,-165.747
8796,1340,920,-165.747
8797,1340,940,-165.747
8798,1340,960,-165.747
8799,1340,980,-165.747
8800,1360,-1000,-169.274
8801,1360,-980,-169.274
8802,1360,-960,-169.274
8803,1360,-940,-169.274
8804,1360,-920,-169.274
8805,1360,-900,-169.274
8806,1360,-880,-169.274
8807,1360,-860,-169.274
8808,1360,-840,-169.274
8809,1360,-820,-169.274
8810,1360,-800,-169.274
8811,1360,-780,-169.274
8812,1360,-760,-169.274
8813,1360,-740,-169.274
8814,1360,-720,-169.274
8815,1360,-700,-169.274
8816,1360,-680,-169.274
8817,1360,-660,-169.274
8818,1360,-640,-169.274
8819,1360,-620,-169.274
8820,1360,-600,-169.274
8821,1360,-580,-169.274
8822,1360,-560,-169.274
8823,1360,-540,-169.274
8824,1360,-520,-169.274
8825,1360,-500,-169.274
8826,1360,-480,-169.274
8827,1360,-460,-169.274
8828,1360,-440,-169.274
8829,1360,-420,-169.274
8830,1360,-400,-169.274
8831,1360,-380,-169.274
8832,1360,-360,-169.274
8833,1360,-340,-169.274
8834,1360,-320,-169.274
8835,1360,-300,-169.274
8836,1360,-280,-169.274
8837,1360,-260,-169.274
8838,1360,-240,-169.274
8839,1360,-220,-169.274
8840,1360,-200,-169.274
8841,1360,-180,-169.274
8842,1360,-160,-169.274
8843,1360,-140,-169.274
8844,1360,-120,-169.274
8845,1360,-100,-169.274
8846,1360,-80,-169.274
8847,1360,-60,-169.274
8848,1360,-40,-169.274
8849,1360,-20,-169.274
8850,1360,0,-169.274
8851,1360,20,-169.274
8852,1360,40,-169.274
8853,1360,60,-169.274
8854,1360,80,-169.274
8855,1360,100,-169.274
8856,1360,120,-169.274
8857,1360,140,-169.274
8858,1360,160,-169.274
8859,1360,180,-169.274
8860,1360,200,-169.274
8861,1360,220,-169.274
8862,1360,240,-169.274
8863,1360,260,-169.274
8864,1360,280,-169.274
8865,1360,300,-169.274
8866,1360,320,-169.274
8867,1360,340,-169.274
8868,1360,360,-169.274
8869,1360,380,-169.274
8870,1360,400,-169.274
8871,1360,420,-169.274
8872,1360,440,-169.274
8873,1360,460,-169.274
8874,1360,480,-169.274
8875,1360,500,-169.274
8876,1360,520,-169.274
8877,1360,540,-169.274
8878,1360,560,-169.274
8879,1360,580,-169.274
8880,1360,600,-169.274
8881,1360,620,-169.274
8882,1360,640,-169.274
8883,1360,660,-169.274
8884,1360,680,-169.274
8885,1360,700,-169.274
8886,1360,720,-169.274
8887,1360,740,-169.274
8888,1360,760,-169.274
8889,1360,780,-169.274
8890,1360,800,-169.274
8891,1360,820,-169.274
8892,1360,840,-169.274
8893,1360,860,-169.274
8894,1360,880,-169.274
8895,1360,900,-169.274
8896,1360,920,-169.274
8897,1360,940,-169.274
8898,1360,960,-169.274
8899,1360,980,-169.274
8900,1380,-1000,-172.8
8901,1380,-980,-172.8
8902,1380,-960,-172.8
8903,1380,-940,-172.8
8904,1380,-920,-172.8
8905,1380,-900,-172.8
8906,1380,-880,-172.8
8907,1380,-860,-172.8
8908,1380,-840,-172.8
8909,1380,-820,-172.8
8910,1380,-800,-172.8
8911,1380,-780,-172.8
8912,1380,-760,-172.8
8913,1380,-740,-172.8
8914,1380,-720,-172.8
8915,1380,-700,-172.8
8916,1380,-680,-172.8
8917,1380,-660,-172.8
8918,1380,-640,-172.8
8919,1380,-620,-172.8
8920,1380,-600,-172.8
8921,1380,-580,-172.8
8922,1380,-560,-172.8
8923,1380,-540,-172.8
8924,1380,-520,-172.8
8925,1380,-500,-172.8
8926,1380,-480,-172.8
8927,1380,-460,-172.8
8928,1380,-440,-172.8
8929,1380,-420,-172.8
8930,1380,-400,-172.8
8931,1380,-380,-172.8
8932,1380,-360,-172.8
8933,1380,-340,-172.8
8934,1380,-320,-172.8
8935,1380,-300,-172.8
8936,1380,-280,-172.8
8937,1380,-260,-172.8
8938,1380,-240,-172.8
8939,1380,-220,-172.8
8940,1380,-200,-172.8
8941,1380,-180,-172.8
8942,1380,-160,-172.8
8943,1380,-140,-172.8
8944,1380,-120,-172.8
8945,1380,-100,-172.8
8946,1380,-80,-172.8
8947,1380,-60,-172.8
8948,1380,-40,-172.8
8949,1380,-20,-172.8
8950,1380,0,-172.8
8951,1380,20,-172.8
8952,1380,40,-172.8
8953,1380,60,-172.8
8954,1380,80,-172.8
8955,1380,100,-172.8
8956,1380,120,-172.8
8957,1380,140,-172.8
8958,1380,160,-172.8
8959,1380,180,-172.8
8960,1380,200,-172.8
8961,1380,220,-172.8
8962,1380,240,-172.8
8963,1380,260,-172.8
8964,1380,280,-172.8
8965,1380,300,-172.8
8966,1380,320,-172.8
8967,1380,340,-172.8
8968,1380,360,-172.8
8969,1380,380,-172.8
8970,1380,400,-172.8
8971,1380,420,-172.8
8972,1380,440,-172.8
8973,1380,460,-172.8
8974,1380,480,-172.8
8975,1380,500,-172.8
8976,1380,520,-172.8
8977,1380,540,-172.8
8978,1380,560,-172.8
8979,1380,580,-172.8
8980,1380,600,-172.8
8981,1380,620,-172.8
8982,1380,640,-172.8
8983,1380,660,-172.8
8984,1380,680,-172.8
8985,1380,700,-172.8
8986,1380,720,-172.8
8987,1380,740,-172.8
8988,1380,760,-172.8
8989,1380,780,-172.8
8990,1380,800,-172.8
8991,1380,820,-172.8
8992,1380,840,-172.8
8993,1380,860,-172.8
8994,1380,880,-172.8
8995,1380,900,-172.8
8996,1380,920,-172.8
8997,1380,940,-172.8
8998,1380,960,-172.8
8999,1380,980,-172.8
9000,1400,-1000,-176.327
9001,1400,-980,-176.327
9002,1400,-960,-176.327
9003,1400,-940,-176.327
9004,1400,-920,-176.327
9005,1400,-900,-176.327
9006,1400,-880,-176.327
9007,1400,-860,-176.327
9008,1400,-840,-176.327
9009,1400,-820,-176.327
9010,1400,-800,-176.327
9011,1400,-780,-176.327
9012,1400,-760,-176.327
9013,1400,-740,-176.327
9014,1400,-720,-176.327
9015,1400,-700,-176.327
9016,1400,-680,-176.327
9017,1400,-660,-176.327
9018,1400,-640,-176.327
9019,1400,-620,-176.327
9020,1400,-600,-176.327
9021,1400,-580,-176.327
9022,1400,-560,-176.327
9023,1400,-540,-176.327
9024,1400,-520,-176.327
9025,1400,-500,-176.327
9026,1400,-480,-176.327
9027,1400,-460,-176.327
9028,1400,-440,-176.327
9029,1400,-420,-176.327
9030,1400,-400,-176.327
9031,1400,-380,-176.327
9032,1400,-360,-176.327
9033,1400,-340,-176.327
9034,1400,-320,-176.327
9035,1400,-300,-176.327
9036,1400,-280,-176.327
9037,1400,-260,-176.327
9038,1400,-240,-176.327
9039,1400,-220,-176.327
9040,1400,-200,-176.327
9041,1400,-180,-176.327
9042,1400,-160,-176.327
9043,1400,-140,-176.327
9044,1400,-120,-176.327
9045,1400,-100,-176.327
9046,1400,-80,-176.327
9047,1400,-60,-176.327
9048,1400,-40,-176.327
9049,1400,-20,-176.327
9050,1400,0,-176.327
9051,1400,20,-176.327
9052,1400,40,-176.327
9053,1400,60,-176.327
9054,1400,80,-176.327
9055,1400,100,-176.327
9056,1400,120,-176.327
9057,1400,140,-176.327
9058,1400,160,-176.327
9059,1400,180,-176.327
9060,1400,200,-176.327
9061,1400,220,-176.327
9062,1400,240,-176.327
9063,1400,260,-176.327
9064,1400,280,-176.327
9065,1400,300,-176.327
9066,1400,320,-176.327
9067,1400,340,-176.327
9068,1400,360,-176.327
9069,1400,380,-176.327
9070,1400,400,-176.327
9071,1400,420,-176.327
9072,1400,440,-176.327
9073,1400,460,-176.327
9074,1400,480,-176.327
9075,1400,500,-176.327
9076,1400,520,-176.327
9077,1400,540,-176.327
9078,1400,560,-176.327
9079,1400,580,-176.327
9080,1400,600,-176.327
9081,1400,620,-176.327
9082,1400,640,-176.327
9083,1400,660,-176.327
9084,1400,680,-176.327
9085,1400,700,-176.327
9086,1400,720,-176.327
9087,1400,740,-176.327
9088,1400,760,-176.327
9089,1400,780,-176.327
9090,1400,800,-176.327
9091,1400,820,-176.327
9092,1400,840,-176.327
9093,1400,860,-176.327
9094,1400,880,-176.327
9095,1400,900,-176.327
9096,1400,920,-176.327
9097,1400,940,-176.327
9098,1400,960,-176.327
9099,1400,980,-176.327
9100,1420,-1000,-179.854
9101,1420,-980,-179.854
9102,1420,-960,-179.854
9103,1420,-940,-179.854
9104,1420,-920,-179.854
9105,1420,-900,-179.854
9106,1420,-880,-179.854
9107,1420,-860,-179.854
9108,1420,-840,-179.854
9109,1420,-820,-179.854
9110,1420,-800,-179.854
9111,1420,-780,-179.854
9112,1420,-760,-179.854
9113,1420,-740,-179.854
9114,1420,-720,-179.854
9115,1420,-700,-179.854
9116,1420,-680,-179.854
9117,1420,-660,-179.854
9118,1420,-640,-179.854
9119,1420,-620,-179.854
9120,1420,-600,-179.854
9121,1420,-580,-179.854
9122,1420,-560,-179.854
9123,1420,-540,-179.854
9124,1420,-520,-179.854
9125,1420,-500,-179.854
9126,1420,-480,-179.854
9127,1420,-460,-179.854
9128,1420,-440,-179.854
9129,1420,-420,-179.854
9130,1420,-400,-179.854
9131,1420,-380,-179.854
9132,1420,-360,-179.854
9133,1420,-340,-179.854
9134,1420,-320,-179.854
9135,1420,-300,-179.854
9136,1420,-280,-179.854
9137,1420,-260,-179.854
9138,1420,-240,-179.854
9139,1420,-220,-179.854
9140,1420,-200,-179.854
9141,1420,-180,-179.854
9142,1420,-160,-179.854
9143,1420,-140,-179.854
9144,1420,-120,-179.854
9145,1420,-100,-179.854
9146,1420,-80,-179.854
9147,1420,-60,-179.854
9148,1420,-40,-179.854
9149,1420,-20,-179.854
9150,1420,0,-179.854
9151,1420,20,-179.854
9152,1420,40,-179.854
9153,1420,60,-179.854
9154,1420,80,-179.854
9155,1420,100,-179.854
9156,1420,120,-179.854
9157,1420,140,-179.854
9158,1420,160,-179.854
9159,1420,180,-179.854
9160,1420,200,-179.854
9161,1420,220,-179.854
9162,1420,240,-179.854
9163,1420,260,-179.854
9164,1420,280,-179.854
9165,1420,300,-179.854
9166,1420,320,-179.854
9167,1420,340,-179.854
9168,1420,360,-179.854
9169,1420,380,-179.854
9170,1420,400,-179.854
9171,1420,420,-179.854
9172,1420,440,-179.854
9173,1420,460,-179.854
9174,1420,480,-179.854
9175,1420,500,-179.854
9176,1420,520,-179.854
9177,1420,540,-179.854
9178,1420,560,-179.854
9179,1420,580,-179.854
9180,1420,600,-179.854
9181,1420,620,-179.854
9182,1420,640,-179.854
9183,1420,660,-179.854
9184,1420,680,-179.854
9185,1420,700,-179.854
9186,1420,720,-179.854
9187,1420,740,-179.854
9188,1420,760,-179.854
9189,1420,780,-179.854
9190,1420,800,-179.854
9191,1420,820,-179.854
9192,1420,840,-179.854
9193,1420,860,-179.854
9194,1420,880,-179.854
9195,1420,900,-179.854
9196,1420,920,-179.854
9197,1420,940,-179.854
9198,1420,960,-179.854
9199,1420,980,-179.854
9200,1440,-1000,-183.38
9201,1440,-980,-183.38
9202,1440,-960,-183.38
9203,1440,-940,-183.38
9204,1440,-920,-183.38
9205,1440,-900,-183.38
9206,1440,-880,-183.38
9207,1440,-860,-183.38
9208,1440,-840,-183.38
9209,1440,-820,-183.38
9210,1440,-800,-183.38
9211,1440,-780,-183.38
9212,1440,-760,-183.38
9213,1440,-740,-183.38
9214,1440,-720,-183.38
9215,1440,-700,-183.38
9216,1440,-680,-183.38
9217,1440,-660,-183.38
9218,1440,-640,-183.38
9219,1440,-620,-183.38
9220,1440,-600,-183.38
9221,1440,-580,-183.38
9222,1440,-560,-183.38
9223,1440,-540,-183.38
9224,1440,-520,-183.38
9225,1440,-500,-183.38
9226,1440,-480,-183.38
9227,1440,-460,-183.38
9228,1440,-440,-183.38
9229,1440,-420,-183.38
9230,1440,-400,-183.38
9231,1440,-380,-183.38
9232,1440,-360,-183.38
9233,1440,-340,-183.38
9234,1440,-320,-183.38
9235,1440,-300,-183.38
9236,1440,-280,-183.38
9237,1440,-260,-183.38
9238,1440,-240,-183.38
9239,1440,-220,-183.38
9240,1440,-200,-183.38
9241,1440,-180,-183.38
9242,1440,-160,-183.38
9243,1440,-140,-183.38
9244,1440,-120,-183.38
9245,1440,-100,-183.38
9246,1440,-80,-183.38
9247,1440,-60,-183.38
9248,1440,-40,-183.38
9249,1440,-20,-183.38
9250,1440,0,-183.38
9251,1440,20,-183.38
9252,1440,40,-183.38
9253,1440,60,-183.38
9254,1440,80,-183.38
9255,1440,100,-183.38
9256,1440,120,-183.38
9257,1440,140,-183.38
9258,1440,160,-183.38
9259,1440,180,-183.38
9260,1440,200,-183.38
9261,1440,220,-183.38
9262,1440,240,-183.38
9263,1440,260,-183.38
9264,1440,280,-183.38
9265,1440,300,-183.38
9266,1440,320,-183.38
9267,1440,340,-183.38
9268,1440,360,-183.38
9269,1440,380,-183.38
9270,1440,400,-183.38
9271,1440,420,-183.38
9272,1440,440,-183.38
9273,1440,460,-183.38
9274,1440,480,-183.38
9275,1440,500,-183.38
9276,1440,520,-183.38
9277,1440,540,-183.38
9278,1440,560,-183.38
9279,1440,580,-183.38
9280,1440,600,-183.38
9281,1440,620,-183.38
9282,1440,640,-183.38
9283,1440,660,-183.38
9284,1440,680,-183.38
9285,1440,700,-183.38
9286,1440,720,-183.38
9287,1440,740,-183.38
9288,1440,760,-183.38
9289,1440,780,-183.38
9290,1440,800,-183.38
9291,1440,820,-183.38
9292,1440,840,-183.38
9293,1440,860,-183.38
9294,1440,880,-183.38
9295,1440,900,-183.38
9296,1440,920,-183.38
9297,1440,940,-183.38
9298,1440,960,-183.38
9299,1440,980,-183.38
9300,1460,-1000,-186.907
9301,1460,-980,-186.907
9302,1460,-960,-186.907
9303,1460,-940,-186.907
9304,1460,-920,-186.907
9305,1460,-900,-186.907
9306,1460,-880,-186.907
9307,1460,-860,-186.907
9308,1460,-840,-186.907
9309,1460,-820,-186.907
9310,1460,-800,-186.907
9311,1460,-780,-186.907
9312,1460,-760,-186.907
9313,1460,-740,-186.907
9314,1460,-720,-186.907
9315,1460,-700,-186.907
9316,1460,-680,-186.907
9317,1460,-660,-186.907
9318,1460,-640,-186.907
9319,1460,-620,-186.907
9320,1460,-600,-186.907
9321,1460,-580,-186.907
9322,1460,-560,-186.907
9323,1460,-540,-186.907
9324,1460,-520,-186.907
9325,1460,-500,-186.907
9326,1460,-480,-186.907
9327,1460,-460,-186.907
9328,1460,-440,-186.907
9329,1460,-420,-186.907
9330,1460,-400,-186.907
9331,1460,-380,-186.907
9332,1460,-360,-186.907
9333,1460,-340,-186.907
9334,1460,-320,-186.907
9335,1460,-300,-186.907
9336,1460,-280,-186.907
9337,1460,-260,-186.907
9338,1460,-240,-186.907
9339,1460,-220,-186.907
9340,1460,-200,-186.907
9341,1460,-180,-186.907
9342,1460,-160,-186.907
9343,1460,-140,-186.907
9344,1460,-120,-186.907
9345,1460,-100,-186.907
9346,1460,-80,-186.907
9347,1460,-60,-186.907
9348,1460,-40,-186.907
9349,1460,-20,-186.907
9350,1460,0,-186.907
9351,1460,20,-186.907
9352,1460,40,-186.907
9353,1460,60,-186.907
9354,1460,80,-186.907
9355,1460,100,-186.907
9356,1460,120,-186.907
9357,1460,140,-186.907
9358,1460,160,-186.907
9359,1460,180,-186.907
9360,1460,200,-186.907
9361,1460,220,-186.907
9362,1460,240,-186.907
9363,1460,260,-186.907
9364,1460,280,-186.907
9365,1460,300,-186.907
9366,1460,320,-186.907
9367,1460,340,-186.907
9368,1460,360,-186.907
9369,1460,380,-186.907
9370,1460,400,-186.907
9371,1460,420,-186.907
9372,1460,440,-186.907
9373,1460,460,-186.907
9374,1460,480,-186.907
9375,1460,500,-186.907
9376,1460,520,-186.907
9377,1460,540,-186.907
9378,1460,560,-186.907
9379,1460,580,-186.907
9380,1460,600,-186.907
9381,1460,620,-186.907
9382,1460,640,-186.907
9383,1460,660,-186.907
9384,1460,680,-186.907
9385,1460,700,-186.907
9386,1460,720,-186.907
9387,1460,740,-186.907
9388,1460,760,-186.907
9389,1460,780,-186.907
9390,1460,800,-186.907
9391,1460,820,-186.907
9392,1460,840,-186.907
9393,1460,860,-186.907
9394,1460,880,-186.907
9395,1460,900,-186.907
9396,1460,920,-186.907
9397,1460,940,-186.907
9398,1460,960,-186.907
9399,1460,980,-186.907
9400,1480,-1000,-190.433
9401,1480,-980,-190.433
9402,1480,-960,-190.433
9403,1480,-940,-190.433
9404,1480,-920,-190.433
9405,1480,-900,-190.433
9406,1480,-880,-190.433
9407,1480,-860,-190.433
9408,1480,-840,-190.433
9409,1480,-820,-190.433
9410,1480,-800,-190.433
9411,1480,-780,-190.433
9412,1480,-760,-190.433
9413,1480,-740,-190.433
9414,1480,-720,-190.433
9415,1480,-700,-190.433
9416,1480,-680,-190.433
9417,1480,-660,-190.433
9418,1480,-640,-190.433
9419,1480,-620,-190.433
9420,1480,-600,-190.433
9421,1480,-580,-190.433
9422,1480,-560,-190.433
9423,1480,-540,-190.433
9424,1480,-520,-190.433
9425,1480,-500,-190.433
9426,1480,-480,-190.433
9427,1480,-460,-190.433
9428,1480,-440,-190.433
9429,1480,-420,-190.433
9430,1480,-400,-190.433
9431,1480,-380,-190.433
9432,1480,-360,-190.433
9433,1480,-340,-190.433
9434,1480,-320,-190.433
9435,1480,-300,-190.433
9436,1480,-280,-190.433
9437,1480,-260,-190.433
9438,1480,-240,-190.433
9439,1480,-220,-190.433
9440,1480,-200,-190.433
9441,1480,-180,-190.433
9442,1480,-160,-190.433
9443,1480,-140,-190.433
9444,1480,-120,-190.433
9445,1480,-100,-190.433
9446,1480,-80,-190.433
9447,1480,-60,-190.433
9448,1480,-40,-190.433
9449,1480,-20,-190.433
9450,1480,0,-190.433
9451,1480,20,-190.433
9452,1480,40,-190.433
9453,1480,60,-190.433
9454,1480,80,-190.433
9455,1480,100,-190.433
9456,1480,120,-190.433
9457,1480,140,-190.433
9458,1480,160,-190.433
9459,1480,180,-190.433
9460,1480,200,-190.433
9461,1480,220,-190.433
9462,1480,240,-190.433
9463,1480,260,-190.433
9464,1480,280,-190.433
9465,1480,300,-190.433
9466,1480,320,-190.433
9467,1480,340,-190.433
9468,1480,360,-190.433
9469,1480,380,-190.433
9470,1480,400,-190.433
9471,1480,420,-190.433
9472,1480,440,-190.433
9473,1480,460,-190.433
9474,1480,480,-190.433
9475,1480,500,-190.433
9476,1480,520,-190.433
9477,1480,540,-190.433
9478,1480,560,-190.433
9479,1480,580,-190.433
9480,1480,600,-190.433
9481,1480,620,-190.433
9482,1480,640,-190.433
9483,1480,660,-190.433
9484,1480,680,-190.433
9485,1480,700,-190.433
9486,1480,720,-190.433
9487,1480,740,-190.433
9488,1480,760,-190.433
9489,1480,780,-190.433
9490,1480,800,-190.433
9491,1480,820,-190.433
9492,1480,840,-190.433
9493,1480,860,-190.433
9494,1480,880,-190.433
9495,1480,900,-190.433
9496,1480,920,-190.433
9497,1480,940,-190.433
9498,1480,960,-190.433
9499,1480,980,-190.433
9500,1500,-1000,-193.96
9501,1500,-980,-193.96
9502,1500,-960,-193.96
9503,1500,-940,-193.96
9504,1500,-920,-193.96
9505,1500,-900,-193.96
